State,Year,Quarter,Level,EntityName,Count,Amount
andaman-&-nicobar-islands,2020,2,district,nicobars,3,565.0
andaman-&-nicobar-islands,2020,2,district,south andaman,3,795.0
andaman-&-nicobar-islands,2020,2,pincode,744301,3,565.0
andaman-&-nicobar-islands,2020,2,pincode,744104,2,513.0
andaman-&-nicobar-islands,2020,2,pincode,744101,1,282.0
andaman-&-nicobar-islands,2020,3,district,south andaman,35,13651.0
andaman-&-nicobar-islands,2020,3,district,nicobars,5,1448.0
andaman-&-nicobar-islands,2020,3,district,north and middle andaman,1,281.0
andaman-&-nicobar-islands,2020,3,pincode,744112,9,3432.0
andaman-&-nicobar-islands,2020,3,pincode,744105,7,3948.0
andaman-&-nicobar-islands,2020,3,pincode,744101,5,2194.0
andaman-&-nicobar-islands,2020,3,pincode,744206,4,1620.0
andaman-&-nicobar-islands,2020,3,pincode,744107,3,1095.0
andaman-&-nicobar-islands,2020,3,pincode,744103,3,947.0
andaman-&-nicobar-islands,2020,3,pincode,744302,3,562.0
andaman-&-nicobar-islands,2020,3,pincode,744211,2,101.0
andaman-&-nicobar-islands,2020,3,pincode,744301,2,886.0
andaman-&-nicobar-islands,2020,3,pincode,744102,2,314.0
andaman-&-nicobar-islands,2020,4,district,south andaman,109,137494.0
andaman-&-nicobar-islands,2020,4,district,north and middle andaman,13,17734.0
andaman-&-nicobar-islands,2020,4,district,nicobars,2,2747.0
andaman-&-nicobar-islands,2020,4,pincode,744105,25,25659.0
andaman-&-nicobar-islands,2020,4,pincode,744101,23,29686.0
andaman-&-nicobar-islands,2020,4,pincode,744103,18,24904.0
andaman-&-nicobar-islands,2020,4,pincode,744102,17,25073.0
andaman-&-nicobar-islands,2020,4,pincode,744112,8,10459.0
andaman-&-nicobar-islands,2020,4,pincode,744106,6,4840.0
andaman-&-nicobar-islands,2020,4,pincode,744204,6,11659.0
andaman-&-nicobar-islands,2020,4,pincode,744104,4,10271.0
andaman-&-nicobar-islands,2020,4,pincode,744206,3,100.0
andaman-&-nicobar-islands,2020,4,pincode,744205,3,5235.0
andaman-&-nicobar-islands,2021,1,district,south andaman,164,167044.0
andaman-&-nicobar-islands,2021,1,district,north and middle andaman,48,63978.0
andaman-&-nicobar-islands,2021,1,district,nicobars,13,13244.0
andaman-&-nicobar-islands,2021,1,pincode,744105,47,53060.0
andaman-&-nicobar-islands,2021,1,pincode,744103,35,39985.0
andaman-&-nicobar-islands,2021,1,pincode,744101,33,24571.0
andaman-&-nicobar-islands,2021,1,pincode,744204,25,29635.0
andaman-&-nicobar-islands,2021,1,pincode,744202,12,17588.0
andaman-&-nicobar-islands,2021,1,pincode,744102,12,14085.0
andaman-&-nicobar-islands,2021,1,pincode,744104,9,7310.0
andaman-&-nicobar-islands,2021,1,pincode,744107,8,9253.0
andaman-&-nicobar-islands,2021,1,pincode,744205,7,11223.0
andaman-&-nicobar-islands,2021,1,pincode,744301,7,6612.0
andaman-&-nicobar-islands,2021,2,district,south andaman,105,121104.0
andaman-&-nicobar-islands,2021,2,district,north and middle andaman,28,45311.0
andaman-&-nicobar-islands,2021,2,district,nicobars,4,15089.0
andaman-&-nicobar-islands,2021,2,pincode,744103,36,33716.0
andaman-&-nicobar-islands,2021,2,pincode,744101,17,19787.0
andaman-&-nicobar-islands,2021,2,pincode,744105,15,17163.0
andaman-&-nicobar-islands,2021,2,pincode,744102,13,10326.0
andaman-&-nicobar-islands,2021,2,pincode,744204,10,10557.0
andaman-&-nicobar-islands,2021,2,pincode,744107,8,11459.0
andaman-&-nicobar-islands,2021,2,pincode,744202,6,9766.0
andaman-&-nicobar-islands,2021,2,pincode,744104,6,8889.0
andaman-&-nicobar-islands,2021,2,pincode,744205,6,12669.0
andaman-&-nicobar-islands,2021,2,pincode,744210,4,9430.0
andaman-&-nicobar-islands,2021,3,district,south andaman,182,223699.0
andaman-&-nicobar-islands,2021,3,district,north and middle andaman,33,50997.0
andaman-&-nicobar-islands,2021,3,district,nicobars,15,30539.0
andaman-&-nicobar-islands,2021,3,pincode,744105,70,82425.0
andaman-&-nicobar-islands,2021,3,pincode,744103,44,53909.0
andaman-&-nicobar-islands,2021,3,pincode,744101,26,29601.0
andaman-&-nicobar-islands,2021,3,pincode,744102,14,20616.0
andaman-&-nicobar-islands,2021,3,pincode,744204,13,20075.0
andaman-&-nicobar-islands,2021,3,pincode,744202,11,18134.0
andaman-&-nicobar-islands,2021,3,pincode,744112,11,14406.0
andaman-&-nicobar-islands,2021,3,pincode,744302,8,7247.0
andaman-&-nicobar-islands,2021,3,pincode,744107,6,6406.0
andaman-&-nicobar-islands,2021,3,pincode,744104,6,2221.0
andaman-&-nicobar-islands,2021,4,district,south andaman,632,800758.0
andaman-&-nicobar-islands,2021,4,district,north and middle andaman,81,182061.0
andaman-&-nicobar-islands,2021,4,district,nicobars,44,73561.0
andaman-&-nicobar-islands,2021,4,pincode,744105,194,232344.0
andaman-&-nicobar-islands,2021,4,pincode,744101,159,211326.0
andaman-&-nicobar-islands,2021,4,pincode,744103,133,168668.0
andaman-&-nicobar-islands,2021,4,pincode,744102,66,68931.0
andaman-&-nicobar-islands,2021,4,pincode,744301,32,53658.0
andaman-&-nicobar-islands,2021,4,pincode,744204,31,102213.0
andaman-&-nicobar-islands,2021,4,pincode,744104,24,31069.0
andaman-&-nicobar-islands,2021,4,pincode,744112,22,38599.0
andaman-&-nicobar-islands,2021,4,pincode,744202,21,23016.0
andaman-&-nicobar-islands,2021,4,pincode,744205,13,30437.0
andaman-&-nicobar-islands,2022,1,district,south andaman,692,982206.0
andaman-&-nicobar-islands,2022,1,district,north and middle andaman,48,85229.0
andaman-&-nicobar-islands,2022,1,district,nicobars,28,63852.0
andaman-&-nicobar-islands,2022,1,pincode,744103,174,226181.0
andaman-&-nicobar-islands,2022,1,pincode,744101,149,204646.0
andaman-&-nicobar-islands,2022,1,pincode,744105,137,218321.0
andaman-&-nicobar-islands,2022,1,pincode,744102,102,147402.0
andaman-&-nicobar-islands,2022,1,pincode,744112,36,39197.0
andaman-&-nicobar-islands,2022,1,pincode,744104,33,35406.0
andaman-&-nicobar-islands,2022,1,pincode,744107,28,36877.0
andaman-&-nicobar-islands,2022,1,pincode,744207,19,50799.0
andaman-&-nicobar-islands,2022,1,pincode,744301,16,33406.0
andaman-&-nicobar-islands,2022,1,pincode,744205,15,29159.0
andaman-&-nicobar-islands,2022,2,district,south andaman,430,633029.0
andaman-&-nicobar-islands,2022,2,district,north and middle andaman,45,90403.0
andaman-&-nicobar-islands,2022,2,district,nicobars,26,56308.0
andaman-&-nicobar-islands,2022,2,pincode,744103,97,156861.0
andaman-&-nicobar-islands,2022,2,pincode,744101,87,121168.0
andaman-&-nicobar-islands,2022,2,pincode,744105,78,137418.0
andaman-&-nicobar-islands,2022,2,pincode,744102,62,58453.0
andaman-&-nicobar-islands,2022,2,pincode,744104,26,32107.0
andaman-&-nicobar-islands,2022,2,pincode,744107,22,52244.0
andaman-&-nicobar-islands,2022,2,pincode,744211,19,25543.0
andaman-&-nicobar-islands,2022,2,pincode,744112,18,24391.0
andaman-&-nicobar-islands,2022,2,pincode,744301,14,28331.0
andaman-&-nicobar-islands,2022,2,pincode,744202,13,20817.0
andaman-&-nicobar-islands,2022,3,district,south andaman,535,687813.0
andaman-&-nicobar-islands,2022,3,district,north and middle andaman,70,129013.0
andaman-&-nicobar-islands,2022,3,district,nicobars,38,85640.0
andaman-&-nicobar-islands,2022,3,pincode,744103,151,198569.0
andaman-&-nicobar-islands,2022,3,pincode,744101,119,151539.0
andaman-&-nicobar-islands,2022,3,pincode,744105,101,106324.0
andaman-&-nicobar-islands,2022,3,pincode,744102,76,102757.0
andaman-&-nicobar-islands,2022,3,pincode,744104,31,35790.0
andaman-&-nicobar-islands,2022,3,pincode,744301,27,67604.0
andaman-&-nicobar-islands,2022,3,pincode,744202,27,53016.0
andaman-&-nicobar-islands,2022,3,pincode,744205,17,34250.0
andaman-&-nicobar-islands,2022,3,pincode,744107,16,29251.0
andaman-&-nicobar-islands,2022,3,pincode,744204,11,17184.0
andaman-&-nicobar-islands,2022,4,district,south andaman,750,1114857.0
andaman-&-nicobar-islands,2022,4,district,north and middle andaman,112,224198.0
andaman-&-nicobar-islands,2022,4,district,nicobars,39,102155.0
andaman-&-nicobar-islands,2022,4,pincode,744103,199,299036.0
andaman-&-nicobar-islands,2022,4,pincode,744105,166,253344.0
andaman-&-nicobar-islands,2022,4,pincode,744101,146,163498.0
andaman-&-nicobar-islands,2022,4,pincode,744102,80,98862.0
andaman-&-nicobar-islands,2022,4,pincode,744202,43,68397.0
andaman-&-nicobar-islands,2022,4,pincode,744107,38,73829.0
andaman-&-nicobar-islands,2022,4,pincode,744104,31,55827.0
andaman-&-nicobar-islands,2022,4,pincode,744205,27,56611.0
andaman-&-nicobar-islands,2022,4,pincode,744211,27,59500.0
andaman-&-nicobar-islands,2022,4,pincode,744112,25,42024.0
andaman-&-nicobar-islands,2023,1,district,south andaman,872,1172083.0
andaman-&-nicobar-islands,2023,1,district,north and middle andaman,85,178969.0
andaman-&-nicobar-islands,2023,1,district,nicobars,47,88146.0
andaman-&-nicobar-islands,2023,1,pincode,744103,236,286594.0
andaman-&-nicobar-islands,2023,1,pincode,744101,206,233281.0
andaman-&-nicobar-islands,2023,1,pincode,744105,164,256300.0
andaman-&-nicobar-islands,2023,1,pincode,744102,117,134841.0
andaman-&-nicobar-islands,2023,1,pincode,744107,30,54849.0
andaman-&-nicobar-islands,2023,1,pincode,744301,30,58745.0
andaman-&-nicobar-islands,2023,1,pincode,744112,29,49945.0
andaman-&-nicobar-islands,2023,1,pincode,744202,29,64193.0
andaman-&-nicobar-islands,2023,1,pincode,744205,27,40580.0
andaman-&-nicobar-islands,2023,1,pincode,744211,24,29149.0
andaman-&-nicobar-islands,2023,2,district,south andaman,670,1060976.0
andaman-&-nicobar-islands,2023,2,district,north and middle andaman,56,109742.0
andaman-&-nicobar-islands,2023,2,district,nicobars,42,62677.0
andaman-&-nicobar-islands,2023,2,pincode,744103,171,341853.0
andaman-&-nicobar-islands,2023,2,pincode,744105,166,255069.0
andaman-&-nicobar-islands,2023,2,pincode,744101,134,189989.0
andaman-&-nicobar-islands,2023,2,pincode,744102,82,101875.0
andaman-&-nicobar-islands,2023,2,pincode,744104,27,34345.0
andaman-&-nicobar-islands,2023,2,pincode,744301,25,41299.0
andaman-&-nicobar-islands,2023,2,pincode,744207,22,43459.0
andaman-&-nicobar-islands,2023,2,pincode,744112,21,20427.0
andaman-&-nicobar-islands,2023,2,pincode,744107,20,24693.0
andaman-&-nicobar-islands,2023,2,pincode,744205,17,31404.0
andaman-&-nicobar-islands,2023,3,district,south andaman,682,1052324.0
andaman-&-nicobar-islands,2023,3,district,north and middle andaman,77,133536.0
andaman-&-nicobar-islands,2023,3,district,nicobars,36,65285.0
andaman-&-nicobar-islands,2023,3,pincode,744103,191,306744.0
andaman-&-nicobar-islands,2023,3,pincode,744105,147,212575.0
andaman-&-nicobar-islands,2023,3,pincode,744101,143,213581.0
andaman-&-nicobar-islands,2023,3,pincode,744102,100,120875.0
andaman-&-nicobar-islands,2023,3,pincode,744202,35,60750.0
andaman-&-nicobar-islands,2023,3,pincode,744104,30,50544.0
andaman-&-nicobar-islands,2023,3,pincode,744112,26,46075.0
andaman-&-nicobar-islands,2023,3,pincode,744301,18,34636.0
andaman-&-nicobar-islands,2023,3,pincode,744205,16,25131.0
andaman-&-nicobar-islands,2023,3,pincode,744302,16,24369.0
andaman-&-nicobar-islands,2023,4,district,south andaman,1006,1504528.0
andaman-&-nicobar-islands,2023,4,district,north and middle andaman,95,156995.0
andaman-&-nicobar-islands,2023,4,district,nicobars,44,96298.0
andaman-&-nicobar-islands,2023,4,pincode,744103,268,415144.0
andaman-&-nicobar-islands,2023,4,pincode,744105,214,372312.0
andaman-&-nicobar-islands,2023,4,pincode,744101,181,241849.0
andaman-&-nicobar-islands,2023,4,pincode,744102,121,161224.0
andaman-&-nicobar-islands,2023,4,pincode,744104,64,80581.0
andaman-&-nicobar-islands,2023,4,pincode,744112,50,50671.0
andaman-&-nicobar-islands,2023,4,pincode,744107,42,71047.0
andaman-&-nicobar-islands,2023,4,pincode,744202,36,60749.0
andaman-&-nicobar-islands,2023,4,pincode,744301,24,52732.0
andaman-&-nicobar-islands,2023,4,pincode,744205,23,38962.0
andaman-&-nicobar-islands,2024,1,district,south andaman,1190,1657627.0
andaman-&-nicobar-islands,2024,1,district,north and middle andaman,125,229226.0
andaman-&-nicobar-islands,2024,1,district,nicobars,56,77703.0
andaman-&-nicobar-islands,2024,1,pincode,744103,302,456306.0
andaman-&-nicobar-islands,2024,1,pincode,744105,249,331342.0
andaman-&-nicobar-islands,2024,1,pincode,744101,223,287339.0
andaman-&-nicobar-islands,2024,1,pincode,744102,141,182213.0
andaman-&-nicobar-islands,2024,1,pincode,744202,59,110482.0
andaman-&-nicobar-islands,2024,1,pincode,744104,59,84757.0
andaman-&-nicobar-islands,2024,1,pincode,744112,52,62867.0
andaman-&-nicobar-islands,2024,1,pincode,744107,52,73449.0
andaman-&-nicobar-islands,2024,1,pincode,744207,40,62007.0
andaman-&-nicobar-islands,2024,1,pincode,744205,28,38204.0
andaman-&-nicobar-islands,2024,2,district,south andaman,974,1513489.0
andaman-&-nicobar-islands,2024,2,district,north and middle andaman,74,164686.0
andaman-&-nicobar-islands,2024,2,district,nicobars,49,66519.0
andaman-&-nicobar-islands,2024,2,pincode,744103,285,438830.0
andaman-&-nicobar-islands,2024,2,pincode,744105,199,276393.0
andaman-&-nicobar-islands,2024,2,pincode,744101,157,251503.0
andaman-&-nicobar-islands,2024,2,pincode,744102,133,203605.0
andaman-&-nicobar-islands,2024,2,pincode,744112,49,77583.0
andaman-&-nicobar-islands,2024,2,pincode,744104,49,91213.0
andaman-&-nicobar-islands,2024,2,pincode,744107,34,52311.0
andaman-&-nicobar-islands,2024,2,pincode,744202,28,41210.0
andaman-&-nicobar-islands,2024,2,pincode,744211,28,43685.0
andaman-&-nicobar-islands,2024,2,pincode,744302,27,37685.0
andaman-&-nicobar-islands,2024,3,district,south andaman,1044,1530179.0
andaman-&-nicobar-islands,2024,3,district,north and middle andaman,95,151791.0
andaman-&-nicobar-islands,2024,3,district,nicobar,51,68638.0
andaman-&-nicobar-islands,2024,3,district,nicobars,1,2192.0
andaman-&-nicobar-islands,2024,3,pincode,744103,359,554559.0
andaman-&-nicobar-islands,2024,3,pincode,744102,196,248439.0
andaman-&-nicobar-islands,2024,3,pincode,744105,151,221959.0
andaman-&-nicobar-islands,2024,3,pincode,744104,95,128652.0
andaman-&-nicobar-islands,2024,3,pincode,744101,92,145811.0
andaman-&-nicobar-islands,2024,3,pincode,744106,54,84623.0
andaman-&-nicobar-islands,2024,3,pincode,744202,45,67769.0
andaman-&-nicobar-islands,2024,3,pincode,744207,25,27399.0
andaman-&-nicobar-islands,2024,3,pincode,744302,24,28210.0
andaman-&-nicobar-islands,2024,3,pincode,744301,20,28067.0
andaman-&-nicobar-islands,2024,4,district,south andaman,1085,1670015.0
andaman-&-nicobar-islands,2024,4,district,north and middle andaman,131,219770.0
andaman-&-nicobar-islands,2024,4,district,nicobar,77,136595.0
andaman-&-nicobar-islands,2024,4,pincode,744103,369,521509.0
andaman-&-nicobar-islands,2024,4,pincode,744102,165,228528.0
andaman-&-nicobar-islands,2024,4,pincode,744105,161,268432.0
andaman-&-nicobar-islands,2024,4,pincode,744104,129,250205.0
andaman-&-nicobar-islands,2024,4,pincode,744101,90,117544.0
andaman-&-nicobar-islands,2024,4,pincode,744202,65,107445.0
andaman-&-nicobar-islands,2024,4,pincode,744106,53,90277.0
andaman-&-nicobar-islands,2024,4,pincode,744301,50,86256.0
andaman-&-nicobar-islands,2024,4,pincode,744107,26,55695.0
andaman-&-nicobar-islands,2024,4,pincode,744204,24,45960.0
andhra-pradesh,2020,2,district,visakhapatnam,3504,614212.0
andhra-pradesh,2020,2,district,anantapur,2739,485777.0
andhra-pradesh,2020,2,district,krishna,2698,475539.0
andhra-pradesh,2020,2,district,chittoor,2228,395099.0
andhra-pradesh,2020,2,district,ysr,1978,343002.0
andhra-pradesh,2020,2,district,guntur,1938,344326.0
andhra-pradesh,2020,2,district,east godavari,1913,352220.0
andhra-pradesh,2020,2,district,west godavari,1074,202289.0
andhra-pradesh,2020,2,district,spsr nellore,931,176423.0
andhra-pradesh,2020,2,district,vizianagaram,893,166029.0
andhra-pradesh,2020,2,pincode,515001,540,86088.0
andhra-pradesh,2020,2,pincode,515004,437,71761.0
andhra-pradesh,2020,2,pincode,516360,339,55455.0
andhra-pradesh,2020,2,pincode,516001,322,50705.0
andhra-pradesh,2020,2,pincode,533005,301,46454.0
andhra-pradesh,2020,2,pincode,517002,279,43236.0
andhra-pradesh,2020,2,pincode,530016,262,41153.0
andhra-pradesh,2020,2,pincode,517501,259,43013.0
andhra-pradesh,2020,2,pincode,533103,258,43311.0
andhra-pradesh,2020,2,pincode,515671,250,43610.0
andhra-pradesh,2020,3,district,visakhapatnam,7906,1892376.0
andhra-pradesh,2020,3,district,spsr nellore,5509,1259159.0
andhra-pradesh,2020,3,district,krishna,4519,1093882.0
andhra-pradesh,2020,3,district,chittoor,4422,1178762.0
andhra-pradesh,2020,3,district,guntur,4230,1083584.0
andhra-pradesh,2020,3,district,east godavari,3783,970549.0
andhra-pradesh,2020,3,district,kurnool,3493,841970.0
andhra-pradesh,2020,3,district,ysr,3397,847519.0
andhra-pradesh,2020,3,district,vizianagaram,2999,691281.0
andhra-pradesh,2020,3,district,anantapur,2911,764850.0
andhra-pradesh,2020,3,pincode,535003,968,195870.0
andhra-pradesh,2020,3,pincode,524004,795,165322.0
andhra-pradesh,2020,3,pincode,517501,777,172113.0
andhra-pradesh,2020,3,pincode,517507,776,201732.0
andhra-pradesh,2020,3,pincode,516001,746,161284.0
andhra-pradesh,2020,3,pincode,524002,663,143659.0
andhra-pradesh,2020,3,pincode,530016,661,156016.0
andhra-pradesh,2020,3,pincode,524003,608,128862.0
andhra-pradesh,2020,3,pincode,520010,542,116222.0
andhra-pradesh,2020,3,pincode,516360,532,135236.0
andhra-pradesh,2020,4,district,visakhapatnam,3464,2203761.0
andhra-pradesh,2020,4,district,guntur,2570,1620649.0
andhra-pradesh,2020,4,district,krishna,2311,1222782.0
andhra-pradesh,2020,4,district,east godavari,1965,1355741.0
andhra-pradesh,2020,4,district,chittoor,1727,1168506.0
andhra-pradesh,2020,4,district,anantapur,1534,794053.0
andhra-pradesh,2020,4,district,west godavari,1390,906282.0
andhra-pradesh,2020,4,district,spsr nellore,1348,810758.0
andhra-pradesh,2020,4,district,prakasam,1190,572976.0
andhra-pradesh,2020,4,district,ysr,1165,631876.0
andhra-pradesh,2020,4,pincode,515001,292,120291.0
andhra-pradesh,2020,4,pincode,516001,260,110284.0
andhra-pradesh,2020,4,pincode,517501,234,139080.0
andhra-pradesh,2020,4,pincode,530016,233,101891.0
andhra-pradesh,2020,4,pincode,517507,228,123376.0
andhra-pradesh,2020,4,pincode,530026,215,132499.0
andhra-pradesh,2020,4,pincode,524002,211,99952.0
andhra-pradesh,2020,4,pincode,522004,201,102846.0
andhra-pradesh,2020,4,pincode,522001,196,110129.0
andhra-pradesh,2020,4,pincode,522003,181,79955.0
andhra-pradesh,2021,1,district,visakhapatnam,4006,2403199.0
andhra-pradesh,2021,1,district,krishna,2722,1699716.0
andhra-pradesh,2021,1,district,guntur,2412,1398326.0
andhra-pradesh,2021,1,district,east godavari,1937,1065604.0
andhra-pradesh,2021,1,district,chittoor,1629,1058050.0
andhra-pradesh,2021,1,district,west godavari,1460,850251.0
andhra-pradesh,2021,1,district,spsr nellore,1323,714947.0
andhra-pradesh,2021,1,district,kurnool,1270,508161.0
andhra-pradesh,2021,1,district,ysr,1265,729565.0
andhra-pradesh,2021,1,district,anantapur,1264,621128.0
andhra-pradesh,2021,1,pincode,530016,287,144342.0
andhra-pradesh,2021,1,pincode,516001,258,130242.0
andhra-pradesh,2021,1,pincode,530026,250,114038.0
andhra-pradesh,2021,1,pincode,517501,249,105904.0
andhra-pradesh,2021,1,pincode,520010,224,135466.0
andhra-pradesh,2021,1,pincode,517507,215,169433.0
andhra-pradesh,2021,1,pincode,522001,210,85999.0
andhra-pradesh,2021,1,pincode,520012,178,127092.0
andhra-pradesh,2021,1,pincode,524002,178,100699.0
andhra-pradesh,2021,1,pincode,520011,177,70827.0
andhra-pradesh,2021,2,district,prakasam,5308,2719134.0
andhra-pradesh,2021,2,district,visakhapatnam,4655,3497573.0
andhra-pradesh,2021,2,district,west godavari,4170,2327122.0
andhra-pradesh,2021,2,district,krishna,3451,2494257.0
andhra-pradesh,2021,2,district,guntur,2967,2201793.0
andhra-pradesh,2021,2,district,chittoor,2392,1839579.0
andhra-pradesh,2021,2,district,east godavari,2343,1695121.0
andhra-pradesh,2021,2,district,spsr nellore,1817,1245872.0
andhra-pradesh,2021,2,district,anantapur,1631,1284850.0
andhra-pradesh,2021,2,district,kurnool,1410,941389.0
andhra-pradesh,2021,2,pincode,523002,1409,631953.0
andhra-pradesh,2021,2,pincode,523001,537,293906.0
andhra-pradesh,2021,2,pincode,517501,374,208258.0
andhra-pradesh,2021,2,pincode,517507,347,265432.0
andhra-pradesh,2021,2,pincode,530016,323,204624.0
andhra-pradesh,2021,2,pincode,534002,293,124158.0
andhra-pradesh,2021,2,pincode,534006,284,112884.0
andhra-pradesh,2021,2,pincode,515001,271,168382.0
andhra-pradesh,2021,2,pincode,516001,268,144765.0
andhra-pradesh,2021,2,pincode,524002,262,130466.0
andhra-pradesh,2021,3,district,visakhapatnam,4044,3191769.0
andhra-pradesh,2021,3,district,krishna,3258,2722279.0
andhra-pradesh,2021,3,district,guntur,2519,2102143.0
andhra-pradesh,2021,3,district,east godavari,2248,2073825.0
andhra-pradesh,2021,3,district,chittoor,1991,1995617.0
andhra-pradesh,2021,3,district,spsr nellore,1486,1161025.0
andhra-pradesh,2021,3,district,west godavari,1452,1216098.0
andhra-pradesh,2021,3,district,anantapur,1329,1311735.0
andhra-pradesh,2021,3,district,ysr,1137,1033282.0
andhra-pradesh,2021,3,district,prakasam,1050,877683.0
andhra-pradesh,2021,3,pincode,520010,299,246736.0
andhra-pradesh,2021,3,pincode,520011,283,194552.0
andhra-pradesh,2021,3,pincode,517507,282,246665.0
andhra-pradesh,2021,3,pincode,516001,281,218927.0
andhra-pradesh,2021,3,pincode,517501,281,190890.0
andhra-pradesh,2021,3,pincode,530026,276,201084.0
andhra-pradesh,2021,3,pincode,520001,252,185104.0
andhra-pradesh,2021,3,pincode,530016,247,181981.0
andhra-pradesh,2021,3,pincode,520007,234,183730.0
andhra-pradesh,2021,3,pincode,524004,230,154696.0
andhra-pradesh,2021,4,district,visakhapatnam,4176,5425896.0
andhra-pradesh,2021,4,district,krishna,3029,3841028.0
andhra-pradesh,2021,4,district,guntur,2709,3214794.0
andhra-pradesh,2021,4,district,east godavari,2532,3543718.0
andhra-pradesh,2021,4,district,chittoor,2444,3100521.0
andhra-pradesh,2021,4,district,spsr nellore,2369,2345876.0
andhra-pradesh,2021,4,district,ysr,1449,1479933.0
andhra-pradesh,2021,4,district,anantapur,1322,2101400.0
andhra-pradesh,2021,4,district,west godavari,1262,1853561.0
andhra-pradesh,2021,4,district,prakasam,1181,1328774.0
andhra-pradesh,2021,4,pincode,524004,568,468698.0
andhra-pradesh,2021,4,pincode,524002,373,385590.0
andhra-pradesh,2021,4,pincode,517501,372,394057.0
andhra-pradesh,2021,4,pincode,517507,365,376592.0
andhra-pradesh,2021,4,pincode,516001,301,298417.0
andhra-pradesh,2021,4,pincode,530016,293,386711.0
andhra-pradesh,2021,4,pincode,520010,254,242094.0
andhra-pradesh,2021,4,pincode,522001,249,252587.0
andhra-pradesh,2021,4,pincode,530026,238,269565.0
andhra-pradesh,2021,4,pincode,520011,235,238426.0
andhra-pradesh,2022,1,district,visakhapatnam,5196,6953446.0
andhra-pradesh,2022,1,district,krishna,3914,5279784.0
andhra-pradesh,2022,1,district,east godavari,3605,5199664.0
andhra-pradesh,2022,1,district,chittoor,2887,4304499.0
andhra-pradesh,2022,1,district,guntur,2748,3988284.0
andhra-pradesh,2022,1,district,west godavari,1991,3109555.0
andhra-pradesh,2022,1,district,spsr nellore,1878,2608475.0
andhra-pradesh,2022,1,district,prakasam,1797,2181402.0
andhra-pradesh,2022,1,district,anantapur,1551,2556602.0
andhra-pradesh,2022,1,district,ysr,1439,2086496.0
andhra-pradesh,2022,1,pincode,523001,501,553651.0
andhra-pradesh,2022,1,pincode,523002,418,422786.0
andhra-pradesh,2022,1,pincode,524004,365,352581.0
andhra-pradesh,2022,1,pincode,517507,361,617403.0
andhra-pradesh,2022,1,pincode,517501,352,477461.0
andhra-pradesh,2022,1,pincode,530016,349,394098.0
andhra-pradesh,2022,1,pincode,516001,346,403725.0
andhra-pradesh,2022,1,pincode,530026,307,312518.0
andhra-pradesh,2022,1,pincode,520010,297,370767.0
andhra-pradesh,2022,1,pincode,520007,294,413180.0
andhra-pradesh,2022,2,district,visakhapatnam,5851,7046107.0
andhra-pradesh,2022,2,district,krishna,4578,5733009.0
andhra-pradesh,2022,2,district,guntur,3115,3979873.0
andhra-pradesh,2022,2,district,east godavari,3103,3899091.0
andhra-pradesh,2022,2,district,chittoor,2836,4207850.0
andhra-pradesh,2022,2,district,west godavari,2141,2903957.0
andhra-pradesh,2022,2,district,spsr nellore,2063,2686947.0
andhra-pradesh,2022,2,district,prakasam,1962,2331922.0
andhra-pradesh,2022,2,district,anantapur,1794,2729962.0
andhra-pradesh,2022,2,district,ysr,1418,1920103.0
andhra-pradesh,2022,2,pincode,520010,394,411471.0
andhra-pradesh,2022,2,pincode,530016,379,457895.0
andhra-pradesh,2022,2,pincode,517507,376,510705.0
andhra-pradesh,2022,2,pincode,517501,363,390709.0
andhra-pradesh,2022,2,pincode,520011,359,347013.0
andhra-pradesh,2022,2,pincode,524002,347,400810.0
andhra-pradesh,2022,2,pincode,516001,344,354936.0
andhra-pradesh,2022,2,pincode,523001,336,298809.0
andhra-pradesh,2022,2,pincode,523002,318,410402.0
andhra-pradesh,2022,2,pincode,520007,306,355690.0
andhra-pradesh,2022,3,district,visakhapatnam,6720,7779967.0
andhra-pradesh,2022,3,district,krishna,5529,6149431.0
andhra-pradesh,2022,3,district,guntur,4431,5271211.0
andhra-pradesh,2022,3,district,east godavari,4355,5505134.0
andhra-pradesh,2022,3,district,chittoor,3729,5145111.0
andhra-pradesh,2022,3,district,spsr nellore,2593,3257610.0
andhra-pradesh,2022,3,district,west godavari,2314,3113617.0
andhra-pradesh,2022,3,district,prakasam,2137,2552054.0
andhra-pradesh,2022,3,district,anantapur,1934,2719786.0
andhra-pradesh,2022,3,district,ysr,1892,2559169.0
andhra-pradesh,2022,3,pincode,524002,485,506293.0
andhra-pradesh,2022,3,pincode,517507,478,633331.0
andhra-pradesh,2022,3,pincode,517501,477,602653.0
andhra-pradesh,2022,3,pincode,520010,463,496114.0
andhra-pradesh,2022,3,pincode,520011,444,463855.0
andhra-pradesh,2022,3,pincode,516001,443,510288.0
andhra-pradesh,2022,3,pincode,530026,421,437652.0
andhra-pradesh,2022,3,pincode,530016,420,408060.0
andhra-pradesh,2022,3,pincode,520001,411,343460.0
andhra-pradesh,2022,3,pincode,524004,392,408836.0
andhra-pradesh,2022,4,district,visakhapatnam,7636,9911879.0
andhra-pradesh,2022,4,district,krishna,5484,6977122.0
andhra-pradesh,2022,4,district,guntur,5199,6244165.0
andhra-pradesh,2022,4,district,chittoor,4641,6166050.0
andhra-pradesh,2022,4,district,east godavari,4450,5856052.0
andhra-pradesh,2022,4,district,spsr nellore,2733,3658896.0
